date,geography,geography code,all_public transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Brent 030,E02000122,2069,214,523,424,226,137,151,159,43,192,242,821,649,308,49,0.51377477,126,126,181,19,193,1168,256,0.688255196,1507,270,37,255,0.728371194,466,1603,0.77477042,998,1071,0.482358627
2011,Brent 031,E02000123,3805,220,470,435,390,428,444,388,149,881,487,1290,1360,597,71,0.467017083,501,378,436,45,372,1246,827,0.544809461,2383,574,107,741,0.626281209,1239,2566,0.674375821,1799,2006,0.472798949
2011,Brent 032,E02000124,3400,416,834,741,353,208,233,215,55,345,338,1450,1100,455,57,0.525882353,150,201,263,18,319,2061,388,0.720294118,2593,329,58,420,0.762647059,688,2712,0.797647059,1626,1774,0.478235294
2011,Brent 033,E02000125,3152,304,690,603,356,242,256,248,84,369,355,1186,1072,480,59,0.488895939,263,220,262,22,300,1675,410,0.661484772,2257,402,57,436,0.716053299,798,2354,0.746827411,1438,1714,0.456218274
2011,Brent 034,E02000126,1977,125,331,270,242,132,215,257,95,310,245,687,690,325,30,0.471421345,198,227,219,25,238,806,264,0.541224077,1498,211,38,230,0.757713708,611,1366,0.690945878,974,1003,0.492665655
2011,Bromley 001,E02000127,1501,142,205,216,306,137,130,138,39,188,223,461,508,270,39,0.455696203,170,264,258,33,201,482,93,0.383077948,538,801,26,136,0.358427715,337,1164,0.775483011,718,783,0.478347768
2011,Bromley 002,E02000128,1365,170,270,297,284,81,54,104,25,80,165,404,550,218,28,0.416849817,80,196,225,28,185,603,48,0.476923077,267,967,26,105,0.195604396,231,1134,0.830769231,707,658,0.517948718
2011,Bromley 004,E02000130,2234,237,578,390,371,115,159,156,52,176,218,657,923,399,37,0.391674127,87,213,272,26,229,1261,146,0.629811996,675,1289,55,215,0.302148612,474,1760,0.78782453,1043,1191,0.46687556
2011,Bromley 005,E02000131,3088,327,794,627,459,161,218,181,58,263,230,1239,1237,350,32,0.475712435,119,248,334,21,333,1781,252,0.658354922,958,1724,90,316,0.310233161,543,2545,0.824158031,1473,1615,0.477007772
2011,Bromley 006,E02000132,2873,376,773,674,556,117,116,134,32,95,215,1248,979,400,31,0.509223808,103,239,344,18,357,1689,123,0.630699617,573,2066,60,174,0.199443091,316,2557,0.890010442,1433,1440,0.498781761
2011,Bromley 007,E02000133,2115,421,634,500,325,48,52,73,17,45,194,525,888,452,56,0.339952719,41,163,248,23,255,1337,48,0.654846336,178,1790,34,113,0.084160757,282,1833,0.866666667,1179,936,0.557446809
2011,Bromley 008,E02000134,2759,396,712,611,535,114,97,129,32,133,204,1035,1063,405,52,0.449075752,113,249,358,35,367,1507,130,0.593330917,448,2068,65,178,0.162377673,426,2333,0.845596231,1401,1358,0.507792679
2011,Bromley 009,E02000135,2314,162,396,328,395,169,235,237,72,320,329,777,834,333,41,0.477960242,165,281,367,27,290,975,209,0.511668107,809,1192,52,261,0.349611063,580,1734,0.749351772,1066,1248,0.460674157
2011,Bromley 010,E02000136,717,102,131,142,144,42,40,44,16,56,132,143,259,156,27,0.383542538,38,102,135,26,106,286,24,0.432357043,178,464,13,62,0.248256625,133,584,0.814504881,393,324,0.548117155
2011,Bromley 011,E02000137,1889,279,498,399,401,87,50,94,20,61,165,567,745,380,32,0.387506617,59,167,252,24,239,1060,88,0.607728957,335,1396,47,111,0.177342509,269,1620,0.857596612,968,921,0.512440445
2011,Bromley 012,E02000138,2146,322,572,506,417,77,66,83,30,73,156,786,748,390,66,0.438956198,53,166,246,21,265,1297,98,0.650046598,347,1640,34,125,0.161696179,290,1856,0.864864865,1101,1045,0.51304753
2011,Bromley 013,E02000139,2132,280,562,470,397,91,82,127,30,93,207,697,861,345,22,0.424015009,78,194,240,31,302,1205,82,0.603658537,417,1539,49,127,0.195590994,342,1790,0.839587242,1059,1073,0.496716698
2011,Bromley 014,E02000140,1064,76,132,143,195,83,106,140,41,148,201,263,391,179,30,0.436090226,139,201,197,21,142,306,58,0.342105263,405,517,32,110,0.380639098,294,770,0.723684211,481,583,0.452067669
2011,Bromley 015,E02000141,1801,195,383,339,346,88,137,135,39,139,202,557,752,263,27,0.421432537,92,211,269,26,268,841,94,0.519156024,554,1048,36,163,0.307606885,365,1436,0.797334814,813,988,0.45141588
2011,Bromley 016,E02000142,1656,252,455,385,267,67,62,76,32,60,155,436,694,329,42,0.356884058,75,154,206,16,215,933,57,0.597826087,249,1278,34,95,0.150362319,234,1422,0.858695652,901,755,0.544082126
2011,Bromley 018,E02000144,2201,297,659,452,376,109,78,110,26,94,187,749,876,349,40,0.425261245,52,173,278,29,279,1259,131,0.631531122,370,1593,73,165,0.168105407,303,1898,0.862335302,1193,1008,0.542026352
2011,Bromley 019,E02000145,1151,93,178,147,222,95,113,135,25,143,173,328,438,199,13,0.435273675,120,197,217,19,163,361,74,0.377932233,370,634,47,100,0.3214596,291,860,0.747176368,512,639,0.444830582
2011,Bromley 020,E02000146,1797,232,447,369,365,80,80,109,25,90,213,511,761,284,28,0.402893712,49,219,287,25,252,887,78,0.537006121,381,1262,41,113,0.212020033,312,1485,0.826377295,910,887,0.506399555
2011,Bromley 021,E02000147,1365,231,384,304,245,36,43,70,11,41,186,236,559,345,39,0.309157509,37,106,188,12,169,821,32,0.624908425,210,1019,40,96,0.153846154,248,1117,0.818315018,772,593,0.565567766
2011,Bromley 022,E02000148,1287,230,308,298,243,49,37,70,15,37,162,281,546,266,32,0.344211344,44,144,188,23,164,683,41,0.562548563,171,1008,27,81,0.132867133,216,1071,0.832167832,706,581,0.548562549
2011,Bromley 023,E02000149,1236,109,193,208,281,111,87,107,40,100,186,287,472,251,40,0.382686084,107,223,215,33,183,400,75,0.384304207,342,757,36,101,0.276699029,254,982,0.794498382,583,653,0.471682848
2011,Bromley 024,E02000150,1508,221,281,303,333,72,85,128,15,70,222,256,659,343,28,0.316976127,80,209,263,29,234,653,40,0.459549072,393,987,38,90,0.26061008,317,1191,0.789787798,763,745,0.50596817
2011,Bromley 025,E02000151,1606,290,374,355,313,67,44,91,23,49,184,333,694,370,25,0.321917808,54,178,276,31,235,794,38,0.518057285,220,1272,33,81,0.136986301,248,1358,0.845579078,902,704,0.561643836
2011,Bromley 026,E02000152,976,84,170,164,208,63,68,123,15,81,155,215,392,193,21,0.379098361,93,157,173,20,127,358,48,0.415983607,315,572,16,73,0.322745902,236,740,0.758196721,485,491,0.49692623
2011,Bromley 027,E02000153,1345,166,263,304,311,72,51,103,24,51,210,233,546,320,36,0.32936803,65,197,257,34,207,551,34,0.434944238,289,925,36,95,0.214869888,273,1072,0.797026022,736,609,0.547211896
2011,Bromley 028,E02000154,1563,226,390,316,292,70,67,92,32,78,210,383,584,359,27,0.379398592,82,184,226,16,221,790,44,0.533589251,295,1128,46,94,0.188739603,247,1316,0.841970569,874,689,0.559181062
2011,Bromley 029,E02000155,1028,96,167,181,259,65,69,83,29,79,184,187,378,249,30,0.360894942,81,209,202,23,137,339,37,0.365758755,269,667,22,70,0.261673152,210,818,0.795719844,507,521,0.493190661
2011,Bromley 030,E02000156,2075,282,459,472,436,88,89,139,30,80,323,377,794,523,58,0.337349398,79,272,347,34,332,964,47,0.487228916,448,1468,31,128,0.215903614,402,1673,0.80626506,1165,910,0.561445783
2011,Bromley 031,E02000157,1430,220,336,288,324,60,51,96,12,43,185,265,597,350,33,0.314685315,44,192,240,26,239,656,33,0.481818182,230,1077,39,84,0.160839161,256,1174,0.820979021,808,622,0.565034965
2011,Bromley 032,E02000158,1066,115,208,190,235,55,45,98,29,91,160,240,392,249,25,0.375234522,77,143,199,17,154,425,51,0.446529081,257,701,37,71,0.24108818,228,838,0.786116323,559,507,0.524390244
2011,Bromley 033,E02000159,930,162,186,214,183,29,33,69,12,42,153,161,355,236,25,0.337634409,45,115,171,19,141,418,21,0.472043011,214,635,24,57,0.230107527,194,736,0.791397849,514,416,0.552688172
2011,Bromley 034,E02000160,1207,160,246,242,279,55,43,102,26,54,196,229,462,290,30,0.352112676,52,176,227,23,187,511,31,0.449047225,298,791,31,87,0.246893123,231,976,0.808616404,631,576,0.522783761
2011,Bromley 035,E02000161,1595,207,392,325,382,59,53,104,20,53,189,368,648,347,43,0.349216301,57,203,283,21,222,764,45,0.507210031,240,1230,36,89,0.150470219,285,1310,0.821316614,847,748,0.531034483
2011,Bromley 036,E02000162,854,132,145,150,193,56,33,68,19,58,120,155,341,210,28,0.322014052,77,125,167,25,119,305,36,0.399297424,195,572,20,67,0.228337237,176,678,0.793911007,444,410,0.519906323
2011,Bromley 037,E02000163,1265,202,295,260,272,54,42,78,16,46,169,271,484,281,60,0.347826087,66,155,215,21,184,591,33,0.493280632,156,977,38,94,0.123320158,206,1059,0.83715415,716,549,0.566007905
2011,Bromley 039,E02000165,716,72,109,135,176,46,51,67,18,42,148,164,222,168,14,0.43575419,52,138,141,24,138,207,16,0.311452514,136,518,20,42,0.189944134,161,555,0.775139665,341,375,0.476256983
2011,Bromley 040,E02006782,1353,142,270,240,269,93,80,119,27,113,179,312,512,327,23,0.362897265,108,187,216,20,192,552,78,0.465631929,433,779,24,117,0.320029564,293,1060,0.783444198,650,703,0.480413895
2011,Bromley 041,E02006787,1765,232,442,384,364,69,72,99,35,68,196,455,757,335,22,0.368838527,65,214,254,25,245,898,64,0.545042493,411,1196,38,120,0.23286119,328,1437,0.814164306,876,889,0.49631728
2011,Bromley 042,E02006789,565,68,122,121,109,35,30,49,12,19,106,111,179,144,25,0.384070796,31,86,102,18,98,216,14,0.407079646,96,411,14,44,0.169911504,107,458,0.810619469,273,292,0.483185841
2011,Camden 001,E02000166,1828,182,644,400,211,58,95,118,14,106,184,585,596,382,81,0.420678337,90,96,143,6,161,1236,96,0.728665208,1464,161,39,164,0.800875274,445,1383,0.756564551,781,1047,0.427242888
2011,Camden 002,E02000167,2148,411,890,537,143,25,42,55,11,34,112,752,877,322,85,0.402234637,27,46,74,8,117,1718,158,0.873370577,1719,218,43,168,0.80027933,284,1864,0.867783985,1184,964,0.551210428
2011,Camden 003,E02000168,2332,272,829,541,253,62,93,140,24,118,222,966,748,333,63,0.509433962,76,88,161,14,196,1695,102,0.77058319,1881,181,55,215,0.806603774,473,1859,0.797169811,1078,1254,0.462264151
2011,Camden 004,E02000169,1812,399,636,392,150,51,41,77,6,60,193,597,675,258,89,0.43598234,28,54,85,12,122,1367,144,0.83388521,1413,213,42,144,0.779801325,306,1506,0.831125828,1020,792,0.562913907
2011,Camden 005,E02000170,3172,417,1155,708,307,104,133,153,29,166,314,1498,917,372,71,0.571248424,81,104,145,27,224,2296,295,0.816834805,2449,404,50,269,0.772068096,478,2694,0.849306431,1599,1573,0.504098361
2011,Camden 006,E02000171,2207,323,838,488,194,57,86,113,20,88,169,945,721,312,60,0.504757589,51,86,119,14,155,1613,169,0.807430902,1765,209,38,195,0.799728138,360,1847,0.836882646,1091,1116,0.494336203
2011,Camden 007,E02000172,2131,181,540,417,260,121,146,185,48,233,324,866,594,307,40,0.558423275,145,169,183,25,234,1189,186,0.645236978,1700,168,41,222,0.797747536,544,1587,0.744720788,1039,1092,0.487564524
2011,Camden 008,E02000173,2451,503,960,577,186,35,47,73,7,63,138,1123,876,246,68,0.514483884,34,53,69,3,102,1959,231,0.893512852,1942,309,43,157,0.792329661,287,2164,0.882904937,1307,1144,0.533251734
2011,Camden 009,E02000174,2575,248,842,584,262,96,161,171,39,172,319,1234,643,304,75,0.603106796,115,126,159,23,212,1804,136,0.753398058,2113,146,68,248,0.820582524,514,2061,0.80038835,1168,1407,0.453592233
2011,Camden 010,E02000175,3911,500,1474,940,336,128,142,195,28,168,313,2203,1013,321,61,0.643313731,86,102,148,26,214,2994,341,0.852723089,3041,477,88,305,0.777550499,460,3451,0.882383022,1869,2042,0.477882894
2011,Camden 011,E02000176,2400,477,886,615,172,45,60,80,13,52,99,1136,879,226,60,0.514583333,42,49,65,10,111,1891,232,0.884583333,1904,262,45,189,0.793333333,277,2123,0.884583333,1227,1173,0.51125
2011,Camden 012,E02000177,2289,286,642,452,247,97,145,184,31,205,333,985,663,259,49,0.575797291,117,145,181,20,248,1398,180,0.68938401,1861,195,48,185,0.813018785,471,1818,0.79423329,1040,1249,0.454346876
2011,Camden 013,E02000178,3332,361,1105,692,323,153,151,205,40,302,388,1689,904,300,51,0.62334934,138,155,187,31,235,2240,346,0.776110444,2588,394,58,292,0.776710684,549,2783,0.835234094,1669,1663,0.50090036
2011,Camden 014,E02000179,1688,265,564,399,137,42,72,104,21,84,147,708,572,205,56,0.506516588,69,78,84,5,109,1184,159,0.795616114,1338,164,44,142,0.792654028,318,1370,0.811611374,836,852,0.495260664
2011,Camden 015,E02000180,2035,208,582,457,196,80,119,186,37,170,333,808,586,251,57,0.560687961,94,127,144,9,246,1274,141,0.695331695,1654,140,41,200,0.812776413,507,1528,0.750859951,967,1068,0.475184275
2011,Camden 016,E02000181,3253,528,1330,762,263,52,74,119,24,101,212,1752,930,311,48,0.603750384,49,65,106,10,122,2653,248,0.891792192,2503,470,75,205,0.769443591,319,2934,0.901936674,1572,1681,0.483246234
2011,Camden 017,E02000182,1846,362,587,420,180,59,55,71,19,93,154,831,566,240,55,0.533586132,74,58,71,10,97,1291,245,0.832069339,1455,226,38,127,0.788190683,257,1589,0.860780065,982,864,0.531960997
2011,Camden 018,E02000183,1828,323,672,377,146,48,76,82,17,87,160,758,566,283,61,0.502188184,73,73,92,8,139,1317,126,0.789387309,1473,139,48,168,0.805798687,288,1540,0.842450766,909,919,0.49726477
2011,Camden 019,E02000184,2164,168,572,397,267,118,134,194,53,261,358,943,570,253,40,0.601201479,153,165,190,16,228,1179,233,0.652495379,1716,155,57,236,0.79297597,581,1583,0.731515712,1138,1026,0.525878004
2011,Camden 020,E02000185,2313,240,613,450,249,108,170,213,36,234,265,986,657,348,57,0.540856031,127,163,164,16,192,1360,291,0.713791613,1849,240,54,170,0.799394725,522,1791,0.774319066,1128,1185,0.48767834
2011,Camden 021,E02000186,1710,229,527,390,164,71,74,119,25,111,238,779,458,177,58,0.594736842,82,80,116,14,141,1123,154,0.746783626,1337,151,53,169,0.781871345,348,1362,0.796491228,889,821,0.519883041
2011,Camden 022,E02000187,1459,98,269,209,184,108,112,209,54,216,290,449,448,231,41,0.506511309,177,171,146,15,190,590,170,0.520904729,1158,110,42,149,0.793694311,476,983,0.673749143,704,755,0.482522276
2011,Camden 023,E02000188,1530,139,309,221,175,107,113,207,75,184,320,458,488,236,28,0.508496732,150,170,173,11,231,625,170,0.519607843,1144,142,34,210,0.747712418,517,1013,0.662091503,791,739,0.516993464
2011,Camden 024,E02000189,969,66,214,172,165,57,44,124,16,111,201,359,269,121,19,0.577915377,72,67,98,2,125,509,96,0.624355005,738,84,26,121,0.761609907,371,598,0.617131063,519,450,0.535603715
2011,Camden 025,E02000190,1153,75,372,195,124,79,79,102,18,109,186,377,377,170,43,0.488291414,89,77,82,6,158,650,91,0.642671292,840,106,61,146,0.728534258,376,777,0.673894189,566,587,0.490893322
2011,Camden 026,E02000191,1187,103,438,261,87,29,53,91,8,117,205,496,324,128,34,0.590564448,25,37,43,6,138,836,102,0.790227464,867,107,68,145,0.730412805,324,863,0.727042965,679,508,0.572030329
2011,Camden 027,E02000192,1221,122,326,242,123,45,119,116,25,103,171,414,402,199,35,0.479115479,55,89,93,29,129,710,116,0.676494676,947,111,54,109,0.775593776,313,908,0.743652744,634,587,0.519246519
2011,Camden 028,E02000193,1549,172,469,362,138,32,86,116,6,168,203,618,458,220,50,0.530019367,35,62,80,7,140,1032,193,0.790832795,1141,192,56,160,0.736604261,385,1164,0.75145255,861,688,0.555842479
2011,City of London 001,E02000001,1405,205,552,271,138,28,59,61,16,75,105,469,449,315,67,0.408540925,52,54,81,12,81,1045,80,0.800711744,1064,130,79,132,0.757295374,227,1178,0.838434164,737,668,0.52455516
2011,Croydon 001,E02000194,2441,262,630,473,375,98,165,195,41,202,216,917,949,318,41,0.464154035,96,205,242,28,272,1425,173,0.654649734,910,1266,46,219,0.372798034,538,1903,0.779598525,1133,1308,0.464154035
2011,Croydon 002,E02000195,1933,185,403,301,371,110,155,194,47,167,259,561,686,378,49,0.424211071,124,189,266,25,205,964,160,0.581479565,822,868,48,195,0.425245732,457,1476,0.763579928,937,996,0.484738748
2011,Croydon 003,E02000196,1675,134,309,249,277,130,137,199,45,195,292,544,487,319,33,0.499104478,107,212,206,20,208,753,169,0.550447761,709,706,42,218,0.423283582,426,1249,0.745671642,826,849,0.493134328
2011,Croydon 004,E02000197,2165,155,357,299,403,202,168,242,60,279,308,742,693,383,39,0.484988453,128,236,271,27,297,930,276,0.55704388,859,942,57,307,0.396766744,612,1553,0.717321016,1027,1138,0.474364896
2011,Croydon 005,E02000198,1846,120,279,203,353,110,235,203,72,271,230,539,699,348,30,0.416576381,143,266,275,29,248,700,185,0.479414951,842,781,46,177,0.456121343,552,1294,0.700975081,845,1001,0.457746479
2011,Croydon 006,E02000199,2013,148,340,298,390,133,224,207,52,221,251,487,781,447,47,0.36661699,134,253,307,25,291,823,180,0.498261302,803,940,59,211,0.398907104,553,1460,0.725285643,851,1162,0.422752111
2011,Croydon 007,E02000200,2241,190,441,337,436,133,216,190,64,234,226,671,909,404,31,0.400267738,127,225,317,23,298,1059,192,0.558232932,751,1188,64,238,0.335118251,523,1718,0.766622044,1016,1225,0.453369032
2011,Croydon 008,E02000201,2050,156,333,263,388,132,217,227,62,272,272,618,779,345,36,0.434146341,151,255,309,22,289,851,173,0.499512195,732,1057,59,202,0.357073171,525,1525,0.743902439,929,1121,0.453170732
2011,Croydon 009,E02000202,1952,101,335,234,350,127,196,301,53,255,285,552,668,414,33,0.428790984,133,223,262,21,280,811,222,0.52920082,894,794,62,202,0.457991803,565,1387,0.710553279,942,1010,0.482581967
2011,Croydon 010,E02000203,1846,146,253,215,323,152,219,208,53,277,225,529,687,364,41,0.408450704,138,230,280,23,236,722,217,0.508667389,779,801,51,215,0.421993499,501,1345,0.728602384,865,981,0.468580715
2011,Croydon 011,E02000204,1972,129,271,249,373,115,205,308,59,263,330,541,657,397,47,0.44168357,143,276,287,23,255,722,266,0.501014199,943,776,61,192,0.478194726,646,1326,0.672413793,872,1100,0.442190669
2011,Croydon 013,E02000206,2136,144,359,266,366,155,258,266,67,255,276,661,804,359,36,0.438670412,171,309,328,28,241,854,205,0.495786517,813,1014,70,239,0.380617978,612,1524,0.713483146,989,1147,0.463014981
2011,Croydon 014,E02000207,1952,150,320,260,434,117,173,264,60,174,290,544,752,339,27,0.427254098,148,263,346,23,282,771,119,0.455942623,741,962,55,194,0.379610656,498,1454,0.744877049,901,1051,0.461577869
2011,Croydon 015,E02000208,1943,114,316,227,303,132,211,304,63,273,274,666,716,274,13,0.483787957,144,220,285,28,231,796,239,0.53268142,838,856,76,173,0.431291817,570,1373,0.706639218,935,1008,0.481214617
2011,Croydon 016,E02000209,1641,105,254,156,306,83,162,286,62,227,240,470,607,298,26,0.43266301,141,232,255,23,200,604,186,0.481413772,831,626,59,125,0.506398537,517,1124,0.684948202,750,891,0.457038391
2011,Croydon 017,E02000210,2113,175,482,328,403,115,169,211,49,181,226,631,865,359,32,0.405584477,127,267,294,45,262,978,140,0.529105537,694,1161,72,186,0.328442972,486,1627,0.769995267,1040,1073,0.492191197
2011,Croydon 018,E02000211,1321,132,228,216,336,81,100,128,24,76,222,319,421,312,47,0.409538229,91,180,267,40,200,488,55,0.411052233,445,719,42,115,0.336866011,323,998,0.755488266,617,704,0.467070401
2011,Croydon 019,E02000212,1654,83,241,136,278,115,222,259,64,256,223,509,629,263,30,0.442563482,143,181,236,18,210,624,242,0.523579202,817,636,57,144,0.493954051,525,1129,0.682587666,775,879,0.468561064
2011,Croydon 020,E02000213,2205,162,438,293,335,113,270,245,68,281,323,875,703,282,22,0.543310658,136,261,309,38,228,1000,233,0.559183673,755,1143,77,230,0.342403628,602,1603,0.726984127,1150,1055,0.52154195
2011,Croydon 021,E02000214,1433,128,294,249,313,90,89,153,32,85,227,346,506,321,33,0.399860433,73,188,217,28,210,644,73,0.500348918,500,770,54,109,0.348918353,357,1076,0.750872296,704,729,0.491277041
2011,Croydon 022,E02000215,3290,342,892,596,497,174,216,257,65,251,325,1400,1096,423,46,0.524316109,138,243,322,26,357,1915,289,0.669908815,831,2035,136,288,0.252583587,534,2756,0.83768997,1780,1510,0.541033435
2011,Croydon 023,E02000216,1830,208,795,321,243,56,58,73,22,54,128,733,640,279,50,0.470491803,43,75,129,4,120,1311,148,0.79726776,321,1297,60,152,0.175409836,255,1575,0.860655738,1082,748,0.591256831
