date,geography,geography code,all_personal transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Brent 032,E02000124,752,126,167,157,45,84,43,31,64,35,40,217,325,151,19,0.341755319,55,68,79,8,78,400,64,0.617021277,425,125,52,150,0.565159574,155,597,0.793882979,438,314,0.582446809
2011,Brent 033,E02000125,1072,140,228,174,83,146,79,58,101,63,57,284,451,251,29,0.318097015,109,112,121,16,134,486,94,0.541044776,636,170,52,214,0.593283582,222,850,0.792910448,624,448,0.582089552
2011,Brent 034,E02000126,503,47,72,48,43,54,42,33,109,55,28,131,225,104,15,0.31610338,82,62,58,8,59,161,73,0.465208748,296,93,24,90,0.588469185,118,385,0.765407555,342,161,0.679920477
2011,Bromley 001,E02000127,1490,157,239,134,183,247,180,78,118,154,101,323,631,389,46,0.284563758,218,291,239,61,189,389,103,0.330201342,878,315,87,210,0.589261745,424,1066,0.715436242,771,719,0.517449664
2011,Bromley 002,E02000128,1547,222,338,189,186,215,146,89,87,75,152,277,596,453,69,0.277310924,126,235,266,73,193,583,71,0.422753717,898,329,105,215,0.580478345,437,1110,0.717517776,762,785,0.492566257
2011,Bromley 004,E02000130,1046,119,317,112,107,136,86,39,75,55,42,189,424,349,42,0.2208413,93,129,136,40,109,474,65,0.515296367,670,177,49,150,0.640535373,278,768,0.734225621,518,528,0.495219885
2011,Bromley 005,E02000131,899,78,199,127,76,138,86,43,87,65,52,238,396,192,21,0.322580645,72,121,126,23,99,381,77,0.50945495,503,188,44,164,0.559510567,231,668,0.743047831,497,402,0.552836485
2011,Bromley 006,E02000132,1237,173,324,173,129,166,88,47,78,59,83,420,400,281,53,0.406628941,85,168,178,35,180,529,62,0.477768795,722,258,75,182,0.58367017,246,991,0.80113177,675,562,0.54567502
2011,Bromley 007,E02000133,1592,359,466,204,197,106,95,87,38,40,113,202,626,557,94,0.197864322,114,166,209,49,216,782,56,0.52638191,919,408,113,152,0.577261307,473,1119,0.702889447,807,785,0.506909548
2011,Bromley 008,E02000134,1621,221,458,238,142,198,135,70,86,73,120,431,606,419,45,0.339913634,117,200,232,47,221,736,68,0.49599013,902,378,116,225,0.556446638,377,1244,0.767427514,867,754,0.534855028
2011,Bromley 009,E02000135,1059,82,193,106,102,161,113,78,121,103,90,238,456,247,28,0.309726157,152,169,165,22,127,342,82,0.400377715,601,217,45,196,0.567516525,267,792,0.747875354,607,452,0.573182247
2011,Bromley 010,E02000136,1129,190,200,124,140,132,127,69,55,92,110,171,436,362,50,0.248892826,137,198,165,37,158,385,49,0.384410983,593,331,69,136,0.525243578,358,771,0.682905226,574,555,0.508414526
2011,Bromley 011,E02000137,1352,221,379,174,139,155,114,57,68,45,85,287,499,418,63,0.275147929,102,173,186,42,182,599,68,0.493343195,795,280,88,189,0.588017751,343,1009,0.746301775,693,659,0.512573964
2011,Bromley 012,E02000138,1272,204,396,193,135,119,73,63,52,37,73,310,421,394,74,0.301100629,81,133,175,32,179,615,57,0.528301887,746,295,75,156,0.586477987,293,979,0.769654088,684,588,0.537735849
2011,Bromley 013,E02000139,1176,147,287,136,122,183,104,56,82,59,76,257,455,352,36,0.283163265,101,151,187,35,167,499,36,0.454931973,652,247,71,206,0.554421769,286,890,0.756802721,623,553,0.529761905
2011,Bromley 014,E02000140,1470,130,167,139,171,241,157,130,163,172,140,304,650,344,32,0.302040816,224,294,308,57,206,304,77,0.259183673,813,381,55,221,0.553061224,404,1066,0.725170068,783,687,0.532653061
2011,Bromley 015,E02000141,1138,132,251,127,133,162,115,60,97,61,75,216,474,336,37,0.255711775,108,180,158,38,161,429,64,0.433216169,697,226,53,162,0.612478032,275,863,0.758347979,592,546,0.520210896
2011,Bromley 016,E02000142,1393,208,408,173,143,170,111,69,63,48,94,227,613,406,53,0.230437904,106,198,198,43,167,623,58,0.488872936,780,317,85,211,0.55994257,372,1021,0.732950467,747,646,0.536252692
2011,Bromley 018,E02000144,1336,177,406,191,164,132,100,56,48,62,88,315,544,351,38,0.301646707,81,170,208,31,173,622,51,0.503742515,767,313,86,170,0.574101796,343,993,0.743263473,698,638,0.52245509
2011,Bromley 019,E02000145,1440,142,191,136,164,216,153,112,166,160,127,312,590,369,42,0.304861111,207,297,243,55,200,354,84,0.304166667,671,480,76,213,0.465972222,342,1098,0.7625,791,649,0.549305556
2011,Bromley 020,E02000146,1518,192,377,221,161,214,111,69,86,87,104,335,666,366,47,0.289196311,108,222,249,47,215,614,63,0.445981555,818,373,91,236,0.53886693,414,1104,0.727272727,782,736,0.515151515
2011,Bromley 021,E02000147,1540,271,420,197,201,155,125,77,44,50,144,172,583,568,73,0.205194805,74,191,246,49,231,693,56,0.486363636,947,311,79,203,0.614935065,508,1032,0.67012987,765,775,0.496753247
2011,Bromley 022,E02000148,1167,160,303,160,143,129,94,78,57,43,83,145,474,407,58,0.195372751,90,182,175,37,151,493,39,0.455869751,671,274,85,137,0.574978578,366,801,0.686375321,593,574,0.508140531
2011,Bromley 023,E02000149,1648,186,254,163,182,304,168,122,132,137,141,324,646,497,40,0.282160194,202,346,281,75,244,419,81,0.303398058,865,454,82,247,0.524878641,460,1188,0.720873786,893,755,0.541868932
2011,Bromley 024,E02000150,1734,224,362,242,265,223,165,93,81,79,162,183,729,593,67,0.198961938,157,324,255,72,248,609,69,0.39100346,1062,384,56,232,0.612456747,568,1166,0.672433679,821,913,0.473471742
2011,Bromley 025,E02000151,1257,171,304,164,176,145,111,79,55,52,114,127,487,451,78,0.191726333,98,194,203,50,168,490,54,0.432776452,719,310,74,154,0.571996818,459,798,0.634844869,602,655,0.478918059
2011,Bromley 026,E02000152,1325,128,209,141,156,236,157,89,96,113,128,228,537,398,34,0.268679245,170,214,231,72,166,400,72,0.356226415,732,310,54,229,0.55245283,386,939,0.708679245,673,652,0.507924528
2011,Bromley 027,E02000153,1662,205,347,200,250,215,188,92,84,81,149,166,702,581,64,0.189530686,135,287,314,77,239,553,57,0.367027677,988,369,75,230,0.594464501,558,1104,0.664259928,794,868,0.477737665
2011,Bromley 028,E02000154,1506,165,341,187,193,186,137,98,97,102,151,251,554,488,62,0.266932271,138,210,255,73,220,559,51,0.405046481,796,418,93,199,0.528552457,452,1054,0.699867198,791,715,0.525232404
2011,Bromley 029,E02000155,1522,172,243,175,208,223,164,109,117,111,117,208,618,507,72,0.213534823,183,305,269,77,227,396,65,0.302890933,775,460,72,215,0.509198423,455,1067,0.701051248,807,715,0.53022339
2011,Bromley 030,E02000156,2393,347,560,302,342,267,234,139,96,106,215,256,980,843,99,0.19682407,170,373,430,98,339,916,67,0.410781446,1459,527,113,294,0.609694944,835,1558,0.651065608,1136,1257,0.474717927
2011,Bromley 031,E02000157,1514,191,349,196,253,161,129,103,64,68,133,171,623,523,64,0.200792602,95,263,294,58,218,549,37,0.387054161,819,423,91,181,0.540951123,512,1002,0.661822985,728,786,0.480845443
2011,Bromley 032,E02000158,1407,148,285,171,183,201,112,96,92,119,146,215,521,464,61,0.256574271,125,241,248,77,222,438,56,0.351101635,696,442,85,184,0.49466951,461,946,0.672352523,745,662,0.52949538
2011,Bromley 033,E02000159,1491,276,320,195,183,178,126,103,54,56,144,181,560,532,74,0.217974514,122,233,276,70,219,529,42,0.382964453,797,408,72,214,0.534540577,479,1012,0.678739101,795,696,0.533199195
2011,Bromley 034,E02000160,1779,223,387,262,255,254,157,85,92,64,161,209,696,644,69,0.207982012,138,249,334,80,291,627,60,0.386172007,978,430,107,264,0.549747049,561,1218,0.6846543,883,896,0.496346262
2011,Bromley 035,E02000161,1770,187,461,226,227,213,164,128,79,85,165,235,724,589,57,0.225988701,118,275,293,69,296,662,57,0.406214689,897,533,114,226,0.506779661,548,1222,0.69039548,903,867,0.510169492
2011,Bromley 036,E02000162,1473,161,284,209,208,186,145,96,81,103,127,201,609,447,89,0.222674813,153,246,273,61,215,474,51,0.356415479,771,455,77,170,0.523421589,503,970,0.658520027,706,767,0.479293958
2011,Bromley 037,E02000163,1683,238,340,236,229,201,170,107,83,79,147,223,646,590,77,0.219845514,151,260,292,67,255,609,49,0.390968509,823,550,100,210,0.489007724,557,1126,0.669043375,844,839,0.501485443
2011,Bromley 039,E02000165,2379,271,342,296,371,389,290,129,142,149,234,455,890,716,84,0.289617486,241,471,495,106,364,616,86,0.295081967,914,1017,119,329,0.38419504,643,1736,0.729718369,1188,1191,0.499369483
2011,Bromley 040,E02006782,1402,171,281,143,171,220,127,84,94,111,106,208,575,458,55,0.223965763,175,221,240,48,183,463,72,0.381597718,857,278,55,212,0.611269615,389,1013,0.72253923,742,660,0.529243937
2011,Bromley 041,E02006787,1297,160,326,162,147,172,119,71,71,69,85,205,549,413,45,0.223592907,109,189,207,51,173,514,54,0.437933693,734,311,59,193,0.565921357,331,966,0.744795682,647,650,0.498843485
2011,Bromley 042,E02006789,1739,270,277,228,242,255,189,94,100,84,159,254,613,598,115,0.237492812,183,291,356,108,236,513,52,0.324899367,713,696,91,239,0.41000575,526,1213,0.697527315,907,832,0.521564117
2011,Camden 001,E02000166,562,141,188,85,19,43,20,11,28,27,19,87,180,223,53,0.1886121,46,41,46,13,36,349,31,0.676156584,360,79,40,83,0.640569395,126,436,0.775800712,344,218,0.612099644
2011,Camden 002,E02000167,545,174,203,94,20,20,19,6,7,2,11,80,179,188,87,0.166972477,15,18,38,6,43,397,28,0.779816514,340,95,49,61,0.623853211,126,419,0.768807339,350,195,0.642201835
2011,Camden 003,E02000168,381,49,144,70,14,41,13,10,26,14,19,68,136,130,28,0.228346457,24,19,30,7,39,242,20,0.687664042,215,66,29,71,0.564304462,84,297,0.779527559,202,179,0.530183727
2011,Camden 004,E02000169,591,217,199,91,28,13,19,4,13,7,13,88,238,166,86,0.170896785,25,25,48,5,37,417,34,0.763113367,404,96,34,57,0.68358714,126,465,0.78680203,377,214,0.637901861
2011,Camden 005,E02000170,594,112,204,121,30,42,26,22,23,14,24,165,216,159,30,0.318181818,34,29,41,9,43,380,58,0.737373737,322,132,55,85,0.542087542,127,467,0.786195286,340,254,0.572390572
2011,Camden 006,E02000171,439,74,177,67,15,43,13,12,23,15,11,100,182,112,34,0.25284738,20,40,25,9,37,280,28,0.701594533,245,89,37,68,0.55808656,88,351,0.799544419,248,191,0.564920273
2011,Camden 007,E02000172,436,56,76,68,27,58,18,36,61,36,23,108,177,117,11,0.300458716,72,53,48,7,43,167,46,0.48853211,267,53,34,82,0.612385321,114,322,0.73853211,298,138,0.683486239
2011,Camden 008,E02000173,407,140,132,80,15,12,9,7,7,5,13,81,149,127,37,0.230958231,16,15,24,5,24,289,34,0.793611794,243,56,48,60,0.597051597,76,331,0.813267813,253,154,0.621621622
2011,Camden 009,E02000174,370,51,102,61,15,50,15,10,40,26,15,88,137,111,19,0.278378378,52,34,31,10,29,197,17,0.578378378,211,70,22,67,0.57027027,74,296,0.8,233,137,0.62972973
2011,Camden 010,E02000175,490,89,161,102,28,30,16,22,30,12,21,197,164,91,17,0.444897959,24,33,29,8,46,315,35,0.714285714,239,127,41,83,0.487755102,79,411,0.83877551,281,209,0.573469388
2011,Camden 011,E02000176,331,82,144,63,12,11,4,2,11,2,8,90,128,84,21,0.296072508,6,12,12,0,19,262,20,0.851963746,196,61,43,31,0.592145015,54,277,0.836858006,202,129,0.610271903
2011,Camden 012,E02000177,405,60,91,63,19,58,18,18,56,22,17,113,157,102,16,0.320987654,67,42,21,10,42,185,38,0.550617284,218,76,26,85,0.538271605,114,291,0.718518519,267,138,0.659259259
2011,Camden 013,E02000178,475,60,139,99,19,39,24,25,48,22,20,161,166,113,15,0.381052632,42,33,36,8,38,259,59,0.669473684,276,96,32,71,0.581052632,125,350,0.736842105,274,201,0.576842105
2011,Camden 014,E02000179,347,69,110,63,15,26,11,4,35,14,5,67,149,90,36,0.207492795,25,33,26,5,32,200,26,0.65129683,222,51,11,63,0.639769452,76,271,0.780979827,226,121,0.65129683
2011,Camden 015,E02000180,330,53,80,60,15,43,21,8,30,20,10,85,148,77,10,0.287878788,25,24,30,3,33,187,28,0.651515152,176,57,32,65,0.533333333,80,250,0.757575758,216,114,0.654545455
2011,Camden 016,E02000181,437,80,166,102,22,23,10,11,17,6,11,168,128,107,23,0.409610984,16,21,22,3,34,308,33,0.780320366,243,100,39,55,0.556064073,65,372,0.851258581,257,180,0.588100686
2011,Camden 017,E02000182,336,124,87,53,15,21,5,5,15,11,16,67,109,104,40,0.24702381,22,10,18,6,21,206,53,0.770833333,206,57,21,52,0.613095238,70,266,0.791666667,219,117,0.651785714
2011,Camden 018,E02000183,437,114,113,88,12,39,18,11,32,10,8,82,174,141,32,0.205949657,20,27,53,5,42,253,37,0.663615561,251,66,34,86,0.574370709,81,356,0.814645309,289,148,0.661327231
2011,Camden 019,E02000184,341,43,67,47,15,49,23,12,61,24,23,92,152,64,10,0.337243402,37,37,45,13,42,115,52,0.48973607,172,54,21,94,0.504398827,97,244,0.715542522,254,87,0.744868035
2011,Camden 020,E02000185,407,60,85,68,13,48,24,23,51,35,13,121,167,92,14,0.329238329,46,46,33,12,37,187,46,0.572481572,220,82,26,79,0.540540541,83,324,0.796068796,279,128,0.685503686
2011,Camden 021,E02000186,246,56,74,43,10,26,11,6,15,5,13,55,69,89,20,0.276422764,20,24,20,4,33,134,11,0.589430894,155,24,19,48,0.630081301,57,189,0.768292683,163,83,0.662601626
2011,Camden 022,E02000187,259,25,25,14,16,37,28,14,67,33,18,81,94,58,8,0.382239382,48,49,34,5,23,58,42,0.386100386,160,41,8,50,0.617760618,77,182,0.702702703,188,71,0.725868726
2011,Camden 023,E02000188,243,16,38,31,10,30,19,10,62,27,16,63,107,45,12,0.325102881,45,34,24,1,28,77,34,0.456790123,153,34,13,43,0.62962963,72,171,0.703703704,175,68,0.720164609
2011,Camden 024,E02000189,112,15,18,15,6,16,3,8,22,9,11,20,50,25,6,0.276785714,21,12,17,1,10,40,11,0.455357143,62,18,6,26,0.553571429,36,76,0.678571429,86,26,0.767857143
2011,Camden 025,E02000190,145,24,31,13,8,14,9,10,26,10,22,18,66,32,7,0.275862069,15,10,19,2,29,53,17,0.482758621,71,22,25,27,0.489655172,43,102,0.703448276,101,44,0.696551724
2011,Camden 026,E02000191,149,25,40,23,9,10,15,7,15,5,20,35,56,31,7,0.369127517,17,7,16,3,25,70,11,0.543624161,59,42,20,28,0.395973154,41,108,0.724832215,103,46,0.691275168
2011,Camden 027,E02000192,159,25,30,16,6,21,7,8,38,8,6,37,68,40,8,0.270440252,20,29,18,5,21,52,14,0.41509434,95,26,8,30,0.597484277,48,111,0.698113208,125,34,0.786163522
2011,Camden 028,E02000193,159,22,30,13,7,49,6,11,13,8,8,25,77,39,10,0.20754717,20,10,9,2,10,51,57,0.679245283,45,63,21,30,0.283018868,75,84,0.528301887,116,43,0.729559748
2011,City of London 001,E02000001,135,33,51,15,2,8,7,1,12,6,3,20,52,51,9,0.17037037,10,5,13,2,9,87,9,0.711111111,71,16,19,29,0.525925926,26,109,0.807407407,93,42,0.688888889
2011,Croydon 001,E02000194,1141,119,296,157,84,162,115,59,76,73,69,241,481,310,40,0.271691499,98,147,147,24,154,492,79,0.500438212,690,206,47,198,0.604732691,280,861,0.754601227,601,540,0.526730938
2011,Croydon 002,E02000195,1616,262,384,170,160,204,158,95,116,67,114,269,600,578,55,0.23700495,142,194,200,37,223,691,129,0.507425743,1065,271,66,214,0.659034653,377,1239,0.766707921,889,727,0.550123762
2011,Croydon 003,E02000196,1068,124,235,96,114,136,109,76,114,64,75,224,393,346,30,0.279962547,104,137,141,17,150,386,133,0.485955056,701,176,43,148,0.656367041,279,789,0.738764045,617,451,0.577715356
2011,Croydon 004,E02000197,1228,143,242,117,137,181,127,80,127,74,94,267,476,346,45,0.293973941,127,154,165,30,144,484,124,0.495114007,787,201,46,194,0.640879479,343,885,0.720684039,721,507,0.58713355
2011,Croydon 005,E02000198,1125,113,234,118,108,158,107,74,135,78,60,213,540,290,22,0.242666667,122,155,153,28,127,417,123,0.48,716,185,50,174,0.636444444,279,846,0.752,613,512,0.544888889
2011,Croydon 006,E02000199,1192,121,230,148,112,153,127,83,115,103,71,198,497,401,25,0.225671141,121,156,171,35,153,454,102,0.466442953,755,231,42,164,0.633389262,286,906,0.760067114,641,551,0.537751678
2011,Croydon 007,E02000200,1122,115,249,132,114,178,105,55,103,71,61,243,487,299,32,0.270944742,124,177,127,40,147,446,61,0.451871658,687,214,42,179,0.612299465,259,863,0.76916221,618,504,0.550802139
2011,Croydon 008,E02000201,1026,91,184,108,104,143,107,63,134,92,90,226,449,227,34,0.307992203,120,157,148,26,151,344,80,0.413255361,601,235,45,145,0.585769981,256,770,0.750487329,571,455,0.556530214
2011,Croydon 009,E02000202,1251,135,218,129,144,173,109,100,138,105,93,227,523,365,43,0.255795364,129,191,202,33,150,409,137,0.436450839,815,221,44,171,0.651478817,285,966,0.772182254,769,482,0.614708233
2011,Croydon 010,E02000203,944,109,192,109,78,123,95,73,83,82,66,218,430,208,22,0.300847458,95,146,118,23,113,351,98,0.475635593,556,206,40,142,0.588983051,204,740,0.783898305,540,404,0.572033898
2011,Croydon 011,E02000204,1299,159,262,134,131,131,118,113,149,102,99,266,539,363,32,0.280985373,129,177,159,21,161,510,142,0.501924557,838,246,60,155,0.645111624,320,979,0.753656659,793,506,0.610469592
2011,Croydon 013,E02000206,1181,103,219,124,117,165,124,86,147,96,79,280,517,263,42,0.303979678,129,175,195,30,134,391,127,0.438611346,705,256,51,169,0.596951736,290,891,0.754445385,680,501,0.575783235
2011,Croydon 014,E02000207,1287,137,227,134,134,205,141,94,120,95,97,247,551,362,30,0.267288267,141,216,203,40,173,435,79,0.399378399,774,256,62,195,0.601398601,326,961,0.746697747,711,576,0.552447552
2011,Croydon 015,E02000208,1120,117,181,106,110,139,124,93,149,101,68,317,484,226,25,0.34375,133,147,175,26,131,372,136,0.453571429,656,240,61,163,0.585714286,280,840,0.75,693,427,0.61875
2011,Croydon 016,E02000209,1289,143,195,111,126,174,111,164,138,127,95,303,570,290,31,0.308766486,156,211,175,24,154,388,181,0.441427463,827,256,66,140,0.641582622,357,932,0.723041117,781,508,0.605896043
2011,Croydon 017,E02000210,1265,138,229,145,137,198,128,76,106,108,104,283,533,310,35,0.305928854,122,218,196,52,196,383,98,0.380237154,730,295,68,172,0.577075099,282,983,0.777075099,728,537,0.575494071
2011,Croydon 018,E02000211,2039,241,401,221,312,315,174,140,124,111,191,334,759,669,86,0.257479156,223,342,381,93,295,624,81,0.345757724,1247,447,100,245,0.611574301,531,1508,0.739578225,1066,973,0.522805297
2011,Croydon 019,E02000212,1014,78,151,81,98,166,101,100,131,108,61,232,468,234,19,0.288954635,156,172,123,20,105,311,127,0.431952663,678,181,37,118,0.668639053,273,741,0.730769231,653,361,0.643984221
2011,Croydon 020,E02000213,855,77,168,100,64,108,94,57,102,85,49,263,357,172,14,0.364912281,74,116,121,17,101,331,95,0.498245614,483,196,41,135,0.564912281,194,661,0.773099415,520,335,0.608187135
2011,Croydon 021,E02000214,1057,123,218,118,123,201,92,53,71,58,96,147,379,393,42,0.229895932,84,175,157,56,157,366,62,0.404919584,596,226,47,188,0.563859981,248,809,0.765373699,601,456,0.56859035
2011,Croydon 022,E02000215,1074,130,231,143,106,149,84,57,99,75,66,362,390,238,18,0.398510242,92,135,136,23,140,440,108,0.510242086,566,287,50,171,0.527001862,210,864,0.804469274,677,397,0.630353818
2011,Croydon 023,E02000216,727,111,271,85,65,44,54,32,37,28,43,165,232,241,46,0.28610729,51,69,66,13,73,412,43,0.625859697,456,146,54,71,0.627235213,167,560,0.770288858,404,323,0.555708391
2011,Croydon 024,E02000217,1238,114,217,147,122,195,129,67,151,96,82,372,506,246,32,0.366720517,147,193,150,33,178,412,125,0.433764136,651,306,65,216,0.525848142,273,965,0.779483037,750,488,0.605815832
2011,Croydon 025,E02000218,1185,127,202,167,159,154,120,93,82,81,138,181,433,404,29,0.269198312,135,205,194,51,177,362,61,0.356962025,687,274,60,164,0.579746835,371,814,0.686919831,628,557,0.529957806
2011,Croydon 026,E02000219,1671,243,391,195,214,239,154,87,78,70,143,219,598,614,97,0.216636744,165,240,250,76,227,631,82,0.426690604,963,410,80,218,0.576301616,460,1211,0.724715739,877,794,0.524835428
2011,Croydon 027,E02000220,1199,127,298,149,102,166,119,57,97,84,101,470,413,196,19,0.476230192,72,159,174,26,155,513,100,0.511259383,636,304,72,187,0.530442035,240,959,0.799833194,705,494,0.587989992
2011,Croydon 028,E02000221,1644,189,289,199,177,200,156,128,165,141,115,391,702,390,46,0.307785888,203,254,243,43,209,555,137,0.420924574,945,390,86,223,0.574817518,422,1222,0.743309002,909,735,0.552919708
